domain,tier,multiplier,bids,views,clicks,shrunk_rate
sandinmyluggage.com,insufficient_data,1.0,24,1,1,0.062719
sandinmysuitcase.com,insufficient_data,1.0,29,0,0,0.040455
sandrakitchen.com,insufficient_data,1.0,7,0,0,0.064509
sandrarecipe.com,insufficient_data,1.0,6,2,2,0.121856
sandrarose.com,insufficient_data,1.0,8,0,0,0.062811
sandraseasycooking.com,insufficient_data,1.0,6,0,0,0.066301
sanjanafeasts.co.uk,insufficient_data,1.0,8,0,0,0.062811
sanjosehockeynow.com,insufficient_data,1.0,18,2,2,0.091392
sarahsdayoff.com,insufficient_data,1.0,2,0,0,0.074588
sanovnik.org,insufficient_data,1.0,2,0,0,0.074588
sanpedroscoop.com,insufficient_data,1.0,17,0,0,0.050784
santacruzforums.com,insufficient_data,1.0,1,0,0,0.076994
santacruzsentinel.com,insufficient_data,1.0,2,0,0,0.074588
santafeforums.com,insufficient_data,1.0,4,0,0,0.070201
sarabaking.com,insufficient_data,1.0,2,0,0,0.074588
sarahchesworth.com,insufficient_data,1.0,10,0,0,0.059671
sarahsbakestudio.com,insufficient_data,1.0,3,0,0,0.072328
sengerson.com,insufficient_data,1.0,15,0,0,0.053041
seniorcenter.us,insufficient_data,1.0,4,0,0,0.070201
seniordaily.com,insufficient_data,1.0,1,0,0,0.076994
simpleandsavory.com,insufficient_data,1.0,6,0,0,0.066301
simpleyumsbyme.com,insufficient_data,1.0,5,0,0,0.068195
simplified.guide,insufficient_data,1.0,2,0,0,0.074588
simplifycreateinspire.com,insufficient_data,1.0,14,0,0,0.054246
simplifygardening.com,insufficient_data,1.0,1,0,0,0.076994
simplifylivelove.com,insufficient_data,1.0,11,0,0,0.058215
simply-well-balanced.com,insufficient_data,1.0,2,0,0,0.074588
simplyairfryer.com,insufficient_data,1.0,5,0,0,0.068195
simplyawesometrips.com,insufficient_data,1.0,1,0,0,0.076994
simplybeingmommy.com,insufficient_data,1.0,5,0,0,0.068195
simplycalledfood.com,insufficient_data,1.0,6,0,0,0.066301
simplydarrling.com,insufficient_data,1.0,2,0,0,0.074588
simplydeliziousbaking.com,insufficient_data,1.0,4,0,0,0.070201
simplyfamilyrecipes.com,insufficient_data,1.0,10,0,0,0.059671
simplyfiveingredients.com,insufficient_data,1.0,2,0,0,0.074588
simplyhealth.today,insufficient_data,1.0,2,0,0,0.074588
simplyleb.com,insufficient_data,1.0,14,0,0,0.054246
simplyloveprintables.com,insufficient_data,1.0,3,0,0,0.072328
simplylowcal.com,insufficient_data,1.0,13,0,0,0.055508
simplymaderecipes.com,insufficient_data,1.0,22,2,2,0.084362
simplewhisk.com,insufficient_data,1.0,9,1,1,0.086842
simplesweetrecipes.com,insufficient_data,1.0,11,0,0,0.058215
simplestic.com,insufficient_data,1.0,4,0,0,0.070201
simplelifemom.com,insufficient_data,1.0,20,0,0,0.047736
simplefamilydishes.com,insufficient_data,1.0,10,1,1,0.084671
simplefitvegan.com,insufficient_data,1.0,1,0,0,0.076994
simplegardenlife.com,insufficient_data,1.0,26,1,1,0.060479
simplegraytshirt.com,insufficient_data,1.0,1,0,0,0.076994
simplehomeblessings.com,insufficient_data,1.0,9,1,1,0.086842
simpleindianmeals.com,insufficient_data,1.0,2,0,0,0.074588
simpleisgourmet.com,insufficient_data,1.0,19,1,1,0.069119
simpleitaliancooking.com,insufficient_data,1.0,24,0,0,0.0442
simplelifeofalady.com,insufficient_data,1.0,2,2,2,0.137088
simpleseasonal.com,insufficient_data,1.0,19,0,0,0.048711
simplelionheartlife.com,insufficient_data,1.0,6,0,0,0.066301
simplelivingmommy.com,insufficient_data,1.0,5,0,0,0.068195
simplelivingrecipes.com,insufficient_data,1.0,6,0,0,0.066301
simplemealmagic.com,insufficient_data,1.0,5,0,0,0.068195
simplemomrecipes.com,insufficient_data,1.0,5,0,0,0.068195
simplepartyfood.com,insufficient_data,1.0,2,0,0,0.074588
simpleplat.com,insufficient_data,1.0,1,0,0,0.076994
simplepurebeauty.com,insufficient_data,1.0,6,0,0,0.066301
simplyoatmeal.com,insufficient_data,1.0,6,0,0,0.066301
simplyrootedfamily.com,insufficient_data,1.0,20,1,1,0.067736
simplysated.com,insufficient_data,1.0,1,0,0,0.076994
skincaregeeks.com,insufficient_data,1.0,2,0,0,0.074588
sistersshoppingonashoestring.com,insufficient_data,1.0,14,0,0,0.054246
sitepoint.com,insufficient_data,1.0,7,4,4,0.172617
sixcleversisters.com,insufficient_data,1.0,22,1,1,0.065131
sixstoreys.com,insufficient_data,1.0,5,3,3,0.153909
skandibaking.com,insufficient_data,1.0,9,0,0,0.061201
skateboarding.com,insufficient_data,1.0,1,0,0,0.076994
skillademia.com,insufficient_data,1.0,2,0,0,0.074588
skilletandstory.com,insufficient_data,1.0,2,1,1,0.105838
skintchef.co.uk,insufficient_data,1.0,1,0,0,0.076994
siskiyoudaily.com,insufficient_data,1.0,8,0,0,0.062811
skinytaste.net,insufficient_data,1.0,1,0,0,0.076994
skopemag.com,insufficient_data,1.0,5,0,0,0.068195
skyroadster.com,insufficient_data,1.0,1,0,0,0.076994
slapthesign.com,insufficient_data,1.0,4,0,0,0.070201
slashedbeauty.com,insufficient_data,1.0,1,0,0,0.076994
slatedroid.com,insufficient_data,1.0,2,0,0,0.074588
slayathomemother.com,insufficient_data,1.0,19,0,0,0.048711
slayingsocial.com,insufficient_data,1.0,10,0,0,0.059671
sisterdiy.com,insufficient_data,1.0,1,0,0,0.076994
sisijemimah.com,insufficient_data,1.0,1,0,0,0.076994
simplysidedishes.com,insufficient_data,1.0,14,0,0,0.054246
simplyyummyeats.com,insufficient_data,1.0,3,1,1,0.102631
simplysmartgardening.com,insufficient_data,1.0,4,0,0,0.070201
simplysogood.com,insufficient_data,1.0,7,0,0,0.064509
simplysohealthy.com,insufficient_data,1.0,7,1,1,0.091536
simplysuwanee.com,insufficient_data,1.0,3,0,0,0.072328
simplytastylife.com,insufficient_data,1.0,6,1,1,0.094078
simplytodaylife.com,insufficient_data,1.0,2,0,0,0.074588
simplyvegetarian777.com,insufficient_data,1.0,2,0,0,0.074588
simplyyummybites.com,insufficient_data,1.0,1,0,0,0.076994
simsvip.com,insufficient_data,1.0,22,0,0,0.0459
sippycupmom.com,insufficient_data,1.0,6,4,4,0.177412
sincerelymariedesigns.com,insufficient_data,1.0,16,0,0,0.051887
sincerelypam.com,insufficient_data,1.0,10,2,2,0.109671
sincerelytori.com,insufficient_data,1.0,2,0,0,0.074588
sinembargo.mx,insufficient_data,1.0,11,0,0,0.058215
sinfulnutrition.com,insufficient_data,1.0,29,4,4,0.108251
singlegirlsdiy.com,insufficient_data,1.0,16,0,0,0.051887
siouxfallslive.com,insufficient_data,1.0,6,5,5,0.20519
sipnfeel.com,insufficient_data,1.0,4,0,0,0.070201
simpleeverydayhome.com,insufficient_data,1.0,10,0,0,0.059671
simpleandclass.com,insufficient_data,1.0,6,0,0,0.066301
senscritique.com,insufficient_data,1.0,1,0,0,0.076994
simple-knitting.com,insufficient_data,1.0,11,0,0,0.058215
sharethespice.com,insufficient_data,1.0,1,0,0,0.076994
sharktanksuccess.com,insufficient_data,1.0,8,1,1,0.089127
shawnmosch.com,insufficient_data,1.0,15,0,0,0.053041
shebuystravel.com,insufficient_data,1.0,17,0,0,0.050784
shedreamsallday.com,insufficient_data,1.0,4,0,0,0.070201
shedreamsofalpine.com,insufficient_data,1.0,3,0,0,0.072328
sheetsformarketers.com,insufficient_data,1.0,12,0,0,0.056829
shefashionable.com,insufficient_data,1.0,1,1,1,0.109252
shegaveitago.com,insufficient_data,1.0,12,0,0,0.056829
sheholdsdearly.com,insufficient_data,1.0,22,1,1,0.065131
shekeepsalovelyhome.com,insufficient_data,1.0,13,0,0,0.055508
shemeansblogging.com,insufficient_data,1.0,1,1,1,0.109252
shereadsromancebooks.com,insufficient_data,1.0,1,0,0,0.076994
sherisilver.com,insufficient_data,1.0,12,0,0,0.056829
shershegoes.com,insufficient_data,1.0,2,0,0,0.074588
shesaved.com,insufficient_data,1.0,13,1,1,0.078763
shesavesshetravels.com,insufficient_data,1.0,23,0,0,0.045034
shescookin.com,insufficient_data,1.0,4,0,0,0.070201
shescraftycrafty.com,insufficient_data,1.0,11,0,0,0.058215
sharetheoven.com,insufficient_data,1.0,2,0,0,0.074588
sharedappetite.com,insufficient_data,1.0,14,0,0,0.054246
shapedbycharlotte.com,insufficient_data,1.0,14,3,3,0.122428
sevengracesblog.com,insufficient_data,1.0,3,0,0,0.072328
sentinel-echo.com,insufficient_data,1.0,13,0,0,0.055508
serenabakessimplyfromscratch.com,insufficient_data,1.0,19,0,0,0.048711
serendipityandspice.com,insufficient_data,1.0,7,0,0,0.064509
seriouslyequestrian.com,insufficient_data,1.0,2,0,0,0.074588
servedogs.com,insufficient_data,1.0,1,0,0,0.076994
servimg.com,insufficient_data,1.0,13,1,1,0.078763
servingupsouthern.com,insufficient_data,1.0,5,0,0,0.068195
setn.com,insufficient_data,1.0,10,0,0,0.059671
sewmodernkids.com,insufficient_data,1.0,4,0,0,0.070201
shanissweetart.com,insufficient_data,1.0,1,0,0,0.076994
sewmuchmoore.com,insufficient_data,1.0,21,0,0,0.0468
sewsimplehome.com,insufficient_data,1.0,6,0,0,0.066301
sewverycrafty.com,insufficient_data,1.0,28,0,0,0.041152
sewwhite.com,insufficient_data,1.0,23,1,1,0.063902
sewwoodsy.com,insufficient_data,1.0,6,0,0,0.066301
sewyourtv.com,insufficient_data,1.0,2,0,0,0.074588
sgvtribune.com,insufficient_data,1.0,6,0,0,0.066301
shabbyartboutique.com,insufficient_data,1.0,17,0,0,0.050784
shetlandwebcams.com,insufficient_data,1.0,1,0,0,0.076994
sheworeitlikethis.com,insufficient_data,1.0,26,0,0,0.042622
shicocooks.com,insufficient_data,1.0,2,0,0,0.074588
siferry.com,insufficient_data,1.0,3,0,0,0.072328
shutupandplay.ca,insufficient_data,1.0,2,0,0,0.074588
siasat.com,insufficient_data,1.0,1,1,1,0.109252
sickgirltravels.com,insufficient_data,1.0,8,0,0,0.062811
sidehustlenation.com,insufficient_data,1.0,2,0,0,0.074588
sidelionreport.com,insufficient_data,1.0,3,0,0,0.072328
sidetrackedsarah.com,insufficient_data,1.0,10,0,0,0.059671
sidewalksafari.com,insufficient_data,1.0,3,0,0,0.072328
siennachat.com,insufficient_data,1.0,4,0,0,0.070201
sigonimacaroni.com,insufficient_data,1.0,28,1,1,0.058394
shutterandmint.com,insufficient_data,1.0,10,0,0,0.059671
silhouetteschoolblog.com,insufficient_data,1.0,15,0,0,0.053041
siliconvalley.com,insufficient_data,1.0,1,1,1,0.109252
silveradosierra.com,insufficient_data,1.0,6,1,1,0.094078
silverbobbin.com,insufficient_data,1.0,1,1,1,0.109252
silvergames.com,insufficient_data,1.0,1,0,0,0.076994
silverhomestead.com,insufficient_data,1.0,13,0,0,0.055508
silverpetticoatreview.com,insufficient_data,1.0,25,3,3,0.097942
simchafisher.com,insufficient_data,1.0,3,0,0,0.072328
shutterbean.com,insufficient_data,1.0,23,1,1,0.063902
shupirates.com,insufficient_data,1.0,2,0,0,0.074588
shinemycrown.com,insufficient_data,1.0,6,1,1,0.094078
shortfoodblog.com,insufficient_data,1.0,4,2,2,0.129024
shinesheets.com,insufficient_data,1.0,8,1,1,0.089127
shinyhappyworld.com,insufficient_data,1.0,12,0,0,0.056829
shipsnostalgia.com,insufficient_data,1.0,5,0,0,0.068195
shockwave.com,insufficient_data,1.0,3,1,1,0.102631
shoe-tease.com,insufficient_data,1.0,7,0,0,0.064509
shoestringbaby.com,insufficient_data,1.0,9,0,0,0.061201
shoestringcottage.com,insufficient_data,1.0,3,2,2,0.132934
shootitwithfilm.com,insufficient_data,1.0,22,0,0,0.0459
shorthairstyles.com,insufficient_data,1.0,1,0,0,0.076994
shuncy.com,insufficient_data,1.0,8,2,2,0.115443
shorttrackscene.com,insufficient_data,1.0,14,0,0,0.054246
shotgunforums.com,insufficient_data,1.0,2,0,0,0.074588
showdd.io,insufficient_data,1.0,8,0,0,0.062811
showmyip.com,insufficient_data,1.0,13,2,2,0.102019
shreddeddad.com,insufficient_data,1.0,21,0,0,0.0468
shreveporttimes.com,insufficient_data,1.0,2,0,0,0.074588
shrimpsaladcircus.com,insufficient_data,1.0,2,0,0,0.074588
shrinkthatfootprint.com,insufficient_data,1.0,1,0,0,0.076994
s1000rrforum.com,insufficient_data,1.0,1,0,0,0.076994
ryality.com,insufficient_data,1.0,6,1,1,0.094078
sleepoverpartyideas.com,insufficient_data,1.0,6,0,0,0.066301
recipesbytara.com,insufficient_data,1.0,18,0,0,0.049726
recipesbychloe.com,insufficient_data,1.0,2,0,0,0.074588
recipesbyclaire.com,insufficient_data,1.0,9,1,1,0.086842
recipesbyclaras.com,insufficient_data,1.0,3,0,0,0.072328
recipesbyeloise.com,insufficient_data,1.0,2,0,0,0.074588
recipesbyflora.com,insufficient_data,1.0,9,1,1,0.086842
recipesbygloria.com,insufficient_data,1.0,10,0,0,0.059671
recipesbyhelen.com,insufficient_data,1.0,24,0,0,0.0442
recipesbykelly.com,insufficient_data,1.0,10,1,1,0.084671
recipesbylayla.com,insufficient_data,1.0,6,0,0,0.066301
recipesbylillian.com,insufficient_data,1.0,4,0,0,0.070201
recipesbylina.com,insufficient_data,1.0,16,0,0,0.051887
recipesbyliza.com,insufficient_data,1.0,5,0,0,0.068195
recipesbylola.com,insufficient_data,1.0,1,0,0,0.076994
recipesbylucy.com,insufficient_data,1.0,10,1,1,0.084671
recipesbyluna.com,insufficient_data,1.0,13,0,0,0.055508
recipesbymelanie.com,insufficient_data,1.0,29,0,0,0.040455
recipesbynancy.com,insufficient_data,1.0,5,1,1,0.096766
recipesbynaomi.com,insufficient_data,1.0,9,4,4,0.163765
recipesbyree.com,insufficient_data,1.0,7,2,2,0.118563
recipesbycaroline.com,insufficient_data,1.0,3,1,1,0.102631
recipesbycarol.com,insufficient_data,1.0,23,0,0,0.045034
recipesbycarla.com,insufficient_data,1.0,16,1,1,0.073627
recipemarker.com,insufficient_data,1.0,1,0,0,0.076994
recipeexplore.com,insufficient_data,1.0,5,0,0,0.068195
recipeforperfection.com,insufficient_data,1.0,20,0,0,0.047736
recipegap.com,insufficient_data,1.0,4,1,1,0.099612
recipeheaven.com,insufficient_data,1.0,5,3,3,0.153909
recipeideashop.com,insufficient_data,1.0,28,0,0,0.041152
recipeinspire.com,insufficient_data,1.0,12,0,0,0.056829
recipekitchenhub.com,insufficient_data,1.0,5,0,0,0.068195
gohealthyeverafter.com,insufficient_data,1.0,2,0,0,0.074588
recipemasterpiece.com,insufficient_data,1.0,6,0,0,0.066301
recipesbycarina.com,insufficient_data,1.0,5,0,0,0.068195
recipepocket.com,insufficient_data,1.0,13,0,0,0.055508
recipesasseen.com,insufficient_data,1.0,3,0,0,0.072328
recipesaver.com,insufficient_data,1.0,24,3,3,0.099756
recipesbestof.com,insufficient_data,1.0,10,0,0,0.059671
recipesbyalba.com,insufficient_data,1.0,4,0,0,0.070201
recipesbyandie.com,insufficient_data,1.0,1,0,0,0.076994
recipesbyaria.com,insufficient_data,1.0,17,0,0,0.050784
recipesbyava.com,insufficient_data,1.0,11,0,0,0.058215
recipesbysilvia.com,insufficient_data,1.0,22,0,0,0.0459
recipesbyzoey.com,insufficient_data,1.0,13,1,1,0.078763
rxmechanic.com,insufficient_data,1.0,1,0,0,0.076994
recipesculture.com,insufficient_data,1.0,1,0,0,0.076994
recipesrealm.net,insufficient_data,1.0,4,0,0,0.070201
recipessafari.com,insufficient_data,1.0,6,0,0,0.066301
recipessophia.com,insufficient_data,1.0,3,0,0,0.072328
recipestonourish.com,insufficient_data,1.0,14,0,0,0.054246
recipesunfolded.com,insufficient_data,1.0,2,0,0,0.074588
recipesuniverse.com,insufficient_data,1.0,2,0,0,0.074588
recipesvibrant.com,insufficient_data,1.0,5,1,1,0.096766
recipeswalay.com,insufficient_data,1.0,1,0,0,0.076994
recipeswithus.com,insufficient_data,1.0,16,0,0,0.051887
recipeszesty.com,insufficient_data,1.0,1,0,0,0.076994
recipetasted.com,insufficient_data,1.0,3,0,0,0.072328
recipevalue.com,insufficient_data,1.0,1,0,0,0.076994
recipevaulted.com,insufficient_data,1.0,2,0,0,0.074588
recipever.com,insufficient_data,1.0,8,2,2,0.115443
recipevibe.com,insufficient_data,1.0,1,0,0,0.076994
recipewinners.com,insufficient_data,1.0,5,1,1,0.096766
recipeyumm.com,insufficient_data,1.0,17,1,1,0.07206
recipezed.com,insufficient_data,1.0,6,2,2,0.121856
recorderonline.com,insufficient_data,1.0,12,12,12,0.342543
recipesquik.com,insufficient_data,1.0,2,0,0,0.074588
recipespecial.com,insufficient_data,1.0,4,0,0,0.070201
recipesofdisney.com,insufficient_data,1.0,1,0,0,0.076994
recipesilove.com,insufficient_data,1.0,11,0,0,0.058215
recipesdairies.com,insufficient_data,1.0,2,0,0,0.074588
recipesdina.com,insufficient_data,1.0,1,0,0,0.076994
recipesdish.com,insufficient_data,1.0,22,3,3,0.103593
recipesfinds.com,insufficient_data,1.0,26,3,3,0.096193
recipesfoodandcooking.com,insufficient_data,1.0,13,0,0,0.055508
recipesformen.com,insufficient_data,1.0,3,0,0,0.072328
recipesfromfrenchcreek.com,insufficient_data,1.0,18,1,1,0.070559
recipeshype.com,insufficient_data,1.0,2,0,0,0.074588
recipesilovemost.com,insufficient_data,1.0,4,0,0,0.070201
recipesnug.com,insufficient_data,1.0,3,0,0,0.072328
recipesize.com,insufficient_data,1.0,3,0,0,0.072328
recipesjust4u.com,insufficient_data,1.0,2,0,0,0.074588
recipeslady.com,insufficient_data,1.0,5,0,0,0.068195
recipeslily.com,insufficient_data,1.0,29,2,2,0.074353
recipeslouna.com,insufficient_data,1.0,4,0,0,0.070201
recipeslova.com,insufficient_data,1.0,21,2,2,0.086016
recipesmadeeasy.co.uk,insufficient_data,1.0,1,0,0,0.076994
recipesminute.com,insufficient_data,1.0,5,1,1,0.096766
recipeelite.com,insufficient_data,1.0,10,1,1,0.084671
recipeeasily.com,insufficient_data,1.0,3,1,1,0.102631
recipecouncil.com,insufficient_data,1.0,19,0,0,0.048711
recipecakes.com,insufficient_data,1.0,27,6,6,0.147137
raisinglifelonglearners.com,insufficient_data,1.0,7,0,0,0.064509
raisingnobles.com,insufficient_data,1.0,5,0,0,0.068195
raisingteenstoday.com,insufficient_data,1.0,25,0,0,0.043397
raisingwhasians.com,insufficient_data,1.0,2,0,0,0.074588
raisingzona.com,insufficient_data,1.0,3,0,0,0.072328
rakskitchen.net,insufficient_data,1.0,1,0,0,0.076994
ram1500diesel.com,insufficient_data,1.0,1,0,0,0.076994
ramblingrenovators.ca,insufficient_data,1.0,7,0,0,0.064509
ramforumz.com,insufficient_data,1.0,6,1,1,0.094078
ramshacklepantry.com,insufficient_data,1.0,27,0,0,0.041874
randigarrettdesign.com,insufficient_data,1.0,1,0,0,0.076994
rangerforums.net,insufficient_data,1.0,11,0,0,0.058215
rangerovers.net,insufficient_data,1.0,2,0,0,0.074588
rangerplanet.com,insufficient_data,1.0,1,0,0,0.076994
ranker.com,insufficient_data,1.0,1,0,0,0.076994
rankred.com,insufficient_data,1.0,20,0,0,0.047736
rankupwards.com,insufficient_data,1.0,1,0,0,0.076994
ranobes.top,insufficient_data,1.0,4,0,0,0.070201
rantsfrommycrazykitchen.com,insufficient_data,1.0,3,0,0,0.072328
raisingbliss.com,insufficient_data,1.0,4,0,0,0.070201
raisingarrows.net,insufficient_data,1.0,13,0,0,0.055508
raising-happy-chickens.com,insufficient_data,1.0,2,1,1,0.105838
racefans.net,insufficient_data,1.0,17,1,1,0.07206
qz.com,insufficient_data,1.0,7,1,1,0.091536
r1300gsforum.com,insufficient_data,1.0,3,0,0,0.072328
r3-forums.com,insufficient_data,1.0,1,0,0,0.076994
r32oc.com,insufficient_data,1.0,1,0,0,0.076994
r6-forum.com,insufficient_data,1.0,1,0,0,0.076994
r6.skin,insufficient_data,1.0,1,0,0,0.076994
r9riders.com,insufficient_data,1.0,1,0,0,0.076994
rabbitdogs.net,insufficient_data,1.0,1,0,0,0.076994
rachaelhartleynutrition.com,insufficient_data,1.0,11,0,0,0.058215
raiseyourgarden.com,insufficient_data,1.0,3,0,0,0.072328
rachaelrecipes.com,insufficient_data,1.0,10,1,1,0.084671
rachaelroehmholdt.com,insufficient_data,1.0,2,0,0,0.074588
rachelphipps.com,insufficient_data,1.0,7,0,0,0.064509
rachelrecipe.com,insufficient_data,1.0,1,0,0,0.076994
radiologyinplainenglish.com,insufficient_data,1.0,5,0,0,0.068195
radiox.co.uk,insufficient_data,1.0,10,0,0,0.059671
raegunramblings.com,insufficient_data,1.0,4,0,0,0.070201
raenonx.cc,insufficient_data,1.0,20,0,0,0.047736
raptorforum.com,insufficient_data,1.0,4,0,0,0.070201
raptorforumz.com,insufficient_data,1.0,6,0,0,0.066301
rare.us,insufficient_data,1.0,2,0,0,0.074588
realfoodtraveler.com,insufficient_data,1.0,10,0,0,0.059671
readysetpto.com,insufficient_data,1.0,4,0,0,0.070201
readysteadycut.com,insufficient_data,1.0,6,0,0,0.066301
readytodiy.com,insufficient_data,1.0,11,0,0,0.058215
real-france.fr,insufficient_data,1.0,19,0,0,0.048711
realbeautyschool.com,insufficient_data,1.0,8,0,0,0.062811
realcreativerealorganized.com,insufficient_data,1.0,4,0,0,0.070201
realfoodbydad.com,insufficient_data,1.0,12,0,0,0.056829
realfoodrn.com,insufficient_data,1.0,10,1,1,0.084671
realfoodwithjessica.com,insufficient_data,1.0,6,0,0,0.066301
readnovelmtl.com,insufficient_data,1.0,1,1,1,0.109252
realkana.com,insufficient_data,1.0,6,0,0,0.066301
realselfsufficiency.com,insufficient_data,1.0,1,0,0,0.076994
realsimple.com,insufficient_data,1.0,28,1,1,0.058394
realthekitchenandbeyond.com,insufficient_data,1.0,1,0,0,0.076994
realtracs.com,insufficient_data,1.0,28,3,3,0.092876
reason.com,insufficient_data,1.0,11,0,0,0.058215
rebelsguidetopm.com,insufficient_data,1.0,1,0,0,0.076994
recipeamelia.com,insufficient_data,1.0,25,0,0,0.043397
readthistwice.com,insufficient_data,1.0,5,0,0,0.068195
readingvine.com,insufficient_data,1.0,5,0,0,0.068195
raspberriesandkohlrabi.com,insufficient_data,1.0,18,0,0,0.049726
raveandreview.com,insufficient_data,1.0,8,0,0,0.062811
raspberrytips.com,insufficient_data,1.0,6,1,1,0.094078
ratedrnb.com,insufficient_data,1.0,25,0,0,0.043397
ratemyjob.com,insufficient_data,1.0,3,0,0,0.072328
ratforum.com,insufficient_data,1.0,2,0,0,0.074588
rather-be-shopping.com,insufficient_data,1.0,4,0,0,0.070201
ratingsgamemusic.com,insufficient_data,1.0,1,0,0,0.076994
rav4world.com,insufficient_data,1.0,3,1,1,0.102631
ravallirepublic.com,insufficient_data,1.0,5,0,0,0.068195
rawstory.com,insufficient_data,1.0,4,0,0,0.070201
readerhaven.com,insufficient_data,1.0,8,0,0,0.062811
rayamaari.com,insufficient_data,1.0,2,1,1,0.105838
rayanworld.com,insufficient_data,1.0,3,1,1,0.102631
rayscoloredglasses.com,insufficient_data,1.0,3,0,0,0.072328
razon.com.mx,insufficient_data,1.0,3,0,0,0.072328
rcgroups.com,insufficient_data,1.0,11,1,1,0.082605
rctech.net,insufficient_data,1.0,21,15,15,0.340918
reachformontessori.com,insufficient_data,1.0,5,0,0,0.068195
readceltic.com,insufficient_data,1.0,1,0,0,0.076994
recording-history.org,insufficient_data,1.0,22,4,4,0.122824
recordingnow.com,insufficient_data,1.0,11,1,1,0.082605
redandblack.com,insufficient_data,1.0,11,2,2,0.106996
robots.net,insufficient_data,1.0,16,3,3,0.117105
rookiewithacookie.com,insufficient_data,1.0,3,0,0,0.072328
roomdsign.com,insufficient_data,1.0,12,1,1,0.080639
roommomrescue.com,insufficient_data,1.0,29,0,0,0.040455
roomofinspo.com,insufficient_data,1.0,7,1,1,0.091536
roomsforrentblog.com,insufficient_data,1.0,17,0,0,0.050784
roomyretreat.com,insufficient_data,1.0,25,1,1,0.061579
roostervane.com,insufficient_data,1.0,6,0,0,0.066301
rootedchildhood.com,insufficient_data,1.0,7,0,0,0.064509
rootedwanderings.com,insufficient_data,1.0,1,0,0,0.076994
rootofgood.com,insufficient_data,1.0,3,0,0,0.072328
rootsandboots.com,insufficient_data,1.0,2,1,1,0.105838
rootsandcook.com,insufficient_data,1.0,2,0,0,0.074588
rootsandrefuge.com,insufficient_data,1.0,12,1,1,0.080639
rootsy.org,insufficient_data,1.0,4,0,0,0.070201
rootzwiki.com,insufficient_data,1.0,4,1,1,0.099612
rosannaetc.com,insufficient_data,1.0,2,0,0,0.074588
rosilindjukic.com,insufficient_data,1.0,5,0,0,0.068195
rotostreetjournal.com,insufficient_data,1.0,4,0,0,0.070201
rotowire.com,insufficient_data,1.0,13,0,0,0.055508
rookieparenting.com,insufficient_data,1.0,5,2,2,0.125338
rookiemoms.com,insufficient_data,1.0,12,0,0,0.056829
roofingtalk.com,insufficient_data,1.0,3,0,0,0.072328
rocksolidrustic.com,insufficient_data,1.0,2,0,0,0.074588
rock929rocks.com,insufficient_data,1.0,18,2,2,0.091392
rocketcitynow.com,insufficient_data,1.0,2,0,0,0.074588
rocketgames.io,insufficient_data,1.0,1,0,0,0.076994
rockhoundingmaps.com,insufficient_data,1.0,1,0,0,0.076994
rockhoundresource.com,insufficient_data,1.0,3,1,1,0.102631
rockpaintingguide.com,insufficient_data,1.0,1,0,0,0.076994
rockpapershotgun.com,insufficient_data,1.0,7,1,1,0.091536
rockseeker.com,insufficient_data,1.0,28,0,0,0.041152
rockthis.org,insufficient_data,1.0,5,0,0,0.068195
rontar.com,insufficient_data,1.0,18,0,0,0.049726
rockwallheraldbanner.com,insufficient_data,1.0,5,0,0,0.068195
rollforfantasy.com,insufficient_data,1.0,7,1,1,0.091536
rollsroyceforums.com,insufficient_data,1.0,3,0,0,0.072328
romajidesu.com,insufficient_data,1.0,7,1,1,0.091536
roman-empire.net,insufficient_data,1.0,13,0,0,0.055508
romesentinel.com,insufficient_data,1.0,7,0,0,0.064509
romewise.com,insufficient_data,1.0,7,0,0,0.064509
romylondonuk.com,insufficient_data,1.0,1,0,0,0.076994
roughmaps.com,insufficient_data,1.0,5,1,1,0.096766
rousingthekop.com,insufficient_data,1.0,11,0,0,0.058215
routenplaner.app,insufficient_data,1.0,5,0,0,0.068195
rutlandherald.com,insufficient_data,1.0,10,0,0,0.059671
runawayrice.com,insufficient_data,1.0,1,0,0,0.076994
runbryanrun.com,insufficient_data,1.0,2,0,0,0.074588
runoflif.com,insufficient_data,1.0,3,0,0,0.072328
runwildmychild.com,insufficient_data,1.0,8,0,0,0.062811
runwithcaroline.com,insufficient_data,1.0,21,2,2,0.086016
rusticwise.com,insufficient_data,1.0,9,0,0,0.061201
rustmaps.com,insufficient_data,1.0,4,0,0,0.070201
ruthnuss.com,insufficient_data,1.0,5,0,0,0.068195
ruwix.com,insufficient_data,1.0,20,6,6,0.167736
ruinmyweek.com,insufficient_data,1.0,3,2,2,0.132934
rvforum.net,insufficient_data,1.0,2,0,0,0.074588
rvingknowhow.com,insufficient_data,1.0,2,0,0,0.074588
rvlifestyle.com,insufficient_data,1.0,6,0,0,0.066301
rvlove.com,insufficient_data,1.0,1,0,0,0.076994
rvownerhq.com,insufficient_data,1.0,9,0,0,0.061201
rvparky.com,insufficient_data,1.0,5,0,0,0.068195
rvtailgatelife.com,insufficient_data,1.0,9,0,0,0.061201
rvtroop.com,insufficient_data,1.0,7,0,0,0.064509
rulings.law,insufficient_data,1.0,3,0,0,0.072328
rugerpistolforums.com,insufficient_data,1.0,2,1,1,0.105838
routenplaner24.net,insufficient_data,1.0,10,0,0,0.059671
